content,score
"ngga bisa login krn lupa pin. mau reset pin jg ngga bisa karena servernya error, dan ini jg udh lama erornya, ada sebluanan. fix your goddamn server. * still didn't help with anything. how bout you guys fix your server or something? that might help",2
jelek banget driver gofoodnya udah 3 jam Gonta ganti resto ga ada yang mau ambil juga,1
"Mohon agar Gojek menambahkan fitur pembayaran via aplikasi Dana, supaya pilihan metode pembayaran lebih beragam, terimakasih.",5
oke pokonya,5
good,5
gojek 👍,5
"mengecewakan, lokasi sering gak tepat.",1
apk ga jelas uda tau driver lama dpt nya disuruh nunggu spa setengah jam lebh. di cancel g bsa. memalukan sekali. kasihan driver nya nanti disalahkan. klo memang g ada driver jgn di aktifkan apk nya. bodo,1
"saya naik goride setiap minggu sudah 3 bulan, harga nya 12k, tiba² harga nya jadi 15k",1
mantul,5
lama ga pake aplikasi ini buat perjalanan biasanya cuma buat transaksi doang,5
sangat kecewa di saat perlu dan mendadak orderan lama banget..,1
good,5
"gimana mau nyaman, sistem kalian semakin kesini semakin amburadul.driver selalu jemput jauh,argo gofood pelanggan bayar mahal driver trima 5-6rb hapus lah penjajahan era digital.jangan kaya caleg iming2 kesejahteraan tapi kalian merampas hak upah layak tuk driver",1
"miris layanan, tambah lama tambah ga karu karuan",1
luarbiasa gocar mantap,5
Lumayan membantu,5
"Sok-sokan pasang tarif pengiriman termahal dari aplikasi ojol lain. Tapi nyatanya Gojek tetap tidak bisa memastikan dapet driver di setiap pesanan. Selain itu, batas waktu untuk bisa cancel juga kelamaan, keburu restonya tutup. Tolong komentar saya ini bisa jadi bahan perbaikan",1
gile gofood nya lama bener hampir 1 jam,2
🤝,5
tolong sistem auto accept pesanan gofood itu di hilangin aja. ini pesanan saya di Terima padahal resto udh tutup gabisa dibatalin harus tunggu 1 jam. perbaiki lagi,3
lelet,3
"selama ini selalu nyaman pakai gojek, lebih murah jg 😊",5
mantap,5
sangat membantu disaat jam mepet,5
"baru kali ini mesen gojek sudah dapat driver tertulis 7menit tiba namun sampai sejam lebih saya menunggu tak kunjung tiba alasan macet, 20-30 menit oke GPP tapi sampai sejam lebih pdhl dan saya pakai apps lain di jalur driver gojek tidak macet aneh, bikin rugi waktu...",1
gojek tolong map nya di benerin karna sering gosend salah titik kasian drivernya,2
aplikasi nya mengecewakan,1
aplkis gbk jrak 2 mter aja kena 50rb kondisi hujan tp ya jngn kek lintah darat,1
pengalaman saya order makanan terlalu mahal semua nya di restonya jadi pemakaian aplikasi gojek sepi para pelanggan pengguna ojek makanan,1
tolong dipermudah dipercepat proses perbaikan gopay,5
"applikasi ok,driver ok",5
"rating saya begini karna sehabis update ongkirnya terlalu besar untuk gofood, dan saya langganan 3 bulan di gojek+ cuma dapet vocher 10rb buat ongkir gofood padahal ongkir di gofood sampai 20rb lebih dan sekarang di gofood tidak bisa memilih pengiriman express, reguler, dan hemat, harga ongkor terlalu memberatkan saya, semoga bisa di kembalikan fitur opsi pengiriman",3
mls ga dikasi promo.,1
SULIT NYARI DRIVER,1
sangat membantu mesan makan yg lagi mager hehe,5
pelayanannya jelek banget asli iyuh dah bener' apk dongo,1
nunggu driver untuk go food bisa 2 jam makin parah gojek,1
"BELI MAKAN JAM SEMBILAN SAMPE JAM 12 APAKAH GAK MATI NUNGGU 3 JAM PADAHAL YANG JUAL MAKAN CUMA 900 METER,",1
"aplikasi tolol, dibatalin tiba2 udh nunggu lama, mana cuma minta maaf doang! 3x dicancel dengan waktu tunggu. kenapa g dibikin langsung eror klo memang lg g bisa? bener2 bikin kesel!",1
aplikasi tidak berguna susah nyari driver di keadaan mendesak,1
"gk jelas nih, dapet drivernya jauh mulu",1
custemer di rating??bayangin aja beli di indomaret lu di tolak karena mungkin gak ramah?siapa yang jualan jasaa??toong ya gk banget,1
pesen ga datang2 ujungnya suruh batalin,1
oke,5
TOLONG TAMBAHKAN DI APLIKASI UNTUK BLOK DRIVER,5
"Aplikasi tolol. dibandingkan dengan grab dan maxim gojek jauh di bawah. sudah mahal, susah bener dapat driver. pada kondisi yang sama grab dan maxim bisa langsung dapat. aplikasi anak bangsa apanya, malah macam sampah.",1
"Pesan gofood tidak bisa dibatalkan karena status tidak jelas, walau sudah nunggu 1 jam dan chat ke CS responnya sangat sangat kurang",1
"gojek di purwakarta butut, susah dapet driver",1
"Gojek sekarang aneh, tiap order makanan dapet driver lama banget sampe 1 jam lebih. ga langsung di cancel sama resto. sekali nya dapet Driver di cancel sama driver nya. harusnya Gojek kasih peringatan ke driver biar jangan cancel orderan. rejeki ko di tolak. tapi ngeluh SEPI, buktinya driver suka cancel CUSTOMER.",3
double order tambah lama nunggunya bagi Customer,1
"Mengecewakan, driver cancel terus karena pilih2 pelanggan dan lokasi tujuan.",1
sipp bngt,5
okay bagus,5
kelamaan,3
TERBAIK!,5
"MEMALUKAN, ujan sudah berenti dari jam 4 sore, jalan ga macet, masih jam 7 malem susahnya nyari driver dpt driver 10menit gak gerak, dichat dibaca doang, jarak driver ke lokasi jemput cuma 1.5km driver chat bilang jauh banget jemputnya lemah sekali driver anda dikasih duit kagak mau padahal udh dichat bakal saya kasih tips akhirnya pesen maxim ga nyampe 2 menit udh sampe dan semangat berangkat, beda sama gojek merasa sudah terkenal namanya tp pelayanan 0besar dan sistemnya buruk",1
saya harap lebih banyak lagi promo gojek untuk goride,5
Kurang baik aplikasinya. Ada kendala dalam mencari driver. Saya menunggu selama 75 menit dan mau berangkat ibadah setelah nya tapi saat waktu sudah tiba drivernya malah sibuk katanya disuruh order lagi. Mohon dibenarkan lagi ya untuk drivernya. Saya nunggu lama nih malahan. Untuk saat ini saya kasih bintang 1 dulu karena masih banyak kendala hingga kadang salah alamat. Terimakasih.,1
selalu pilihan masyarakat,5
sukses selalu buat gojek,5
"kasih saran aja deh ,klu bisa dalam pemesanan Makanan atau minuman ,bisa ggk yah ongkir nya jangan mahal2 ,sering2 kasih diskon ,tapi jangan yg khusus gopay klu bisa yg bayar tunai jg 👍",5
"banyak driver tolol, nerima orderan tapi ditungguin gak jalan jalan",1
parah telat terus kalau beli go food,1
"sekarang nyari driver susah banget, padahal banyak di sekitar tapi gak ada yg mau pick up",1
kenapa musim hujan begini malam tahun baru susah sekali pesan gocek udh 5x saya batalkan karena menunggu terlalu lama pasti bukan karena ga butuh uang,1
top,5
saya selalu pake gocar tdk ada aplikasi lain. tapi hari ini sy kecewa hrs batalin 3 kali saat hujan driver susah banget. dan hampir semua kota,3
"sebenarnya aplikasi nya ini sangat bagus, cuma untuk pelayanan pengemudinya kurang bagus layanannya kadang-kadang ada yang malas kadang-kadang ada yang ngak, mohon diperbaiki lagi sebagai Pengemudi yang baik, makin maju dan jangan malas",3
mantap,5
mantap dahhhh,5
semoga selalu jaya,5
LAMBATTTT SUSAH DAPETIN DRIVER NYA,2
"ga dapat driver, pesan lagi malah naik harga nya ngerampas ini aplikasi",1
ok,5
good tranportasion,5
"lakkai gojek, nyaman aman,",5
trimkasih sngat2 membantu..,5
"kecewa pelayanan driver hari ini! bilang lokasi jemput jauh dan malah suruh liat maps, pdhl sya tau lokasi driver ke lokasi sya ga terlalu jauh dan jalanan pun hanya tinggal lurus bhkan ga macet dan gaada lampu merah. paling sebel pas dia nyuruh baca maps ke saya pake emot ""😅"" itu sih ga sopan menurut syaa. nolak cust caranya aneh .. gamau jadi driver mah gausah daftar. mending tidur aja dirumah 😌",1
"DRIVER LU PADA LEMOT , BANYAK YANG CANCEL DAN GA AMBIL ORDERAN",1
Yaman amanah ramah,5
"suka salah kasih map, harga juga suka naik sampai 200%",1
koneksi ke jaringan lama dan lemot padahal lagi mau diuse nyaa buru buru.....,1
aplikasi ga becus pesen driver ga dapet dapet padahal udh pake harga yg paling mahal,1
"diperhatiin lah driver""nya, sering bngt dpt driver muda yg cabul, apaancoba, ngegoda"" trs nnti blg byarnya dkit apalah",1
oke,5
sangat membantu,5
"kebangetan sop nya. udah verifikasi wajah berkali2 tetep gagal login, mau jd pelanggan gojek lagi, malah geser mulu ke grab gara2 system ini. payah. jd kesel, jd 4thn lebih gk pake gojek, 31 des 2025 mau login, masih gagal2 juga. kacau kacau.",1
"proses pencarian driver sangat lama, padahal saya pesan go food dari daerah yg banyak driver mangkal. sebelumnya tidak seperti ini, semenjak kemunculan MJD baru seperti ini. tolong lah masa perusahaan sebesar gojek gabisa ngoptimalin aplikasi nya sendiri",1
lambat...,1
ok bangat,5
good,5
ramah 🗿,5
sering delay dan sulit dapat pengemudi,2
ok,5
pendapatku bagus,5
"aplikasi gak guna, cs nya gak guna sama sekali, buruk dalam semua hal5t",1
"setiap pesen di gojek selalu dapat driver yang baik, tingkatkan lagi kualitas nya",5
mantap baru pake kedua kalinya,4
mantap,5
"sangat membantu saat membutuh kan kendaraan,, sukses buat gojek",5
"aplikasi membatalkan orderan tiba-tiba karena driver keluar dari jalur peta penjemputan karena mengantar penumpang lainnya sementara driver menerima orderan baru lagi, lalu saya pesan gocar lainnya dan pergi tapi driver yang pertama tetap datang ketitik penjemputan dan uang tetap dipotong langsung sama aplikasi .. lalu kenapa dia masih melakukan klaim sepihak sementara dia tidak mengantar saya.. ???",1
cocok aplikasi ini sangat bagus dan baik,4
saya ngulang pesanan tapi ga lgsg kebatalin sm pihak gojeknya alhasil pesanan saya double,2
Fery good..,5
Kali ini aku benar - benar mendapatkan diskon lumayan banyak setelah aku instal kembali. Dulu saya pernah download tetapi diskon hanya sedikit jadinya uninstall.,5
Ok n lancar💕💕💕💕🥰🥰🥰🥰🥰🥰 Alhamdulillah...Gojek.....lancar,5
Keren,5
anjay bagus,5
oke,5
Murah dan Supirnya sangat membantu,5
aplikasi lancar jaya,5
Banyak Promo,5
aplikasi ampas susah buat hubungin cs live nya,1
aplikasi yang sangat membantu,5
👍,5
bagus 👍,4
aplikasi sadap data,1
"di kolom pencarian kok gangguan melulu yah... saya mau mesen makanan pas di cari "" maaf lagi gangguan"". kalau di menu gofoodnya masih bisa di klik dan tidak gangguan, tapi mahal² tampilannya aja yang -50% discount tapi gak sesuai fakta dan kurang banyak menunya!!!! tolong diperbaiki kolom pencariannya, jangan gangguan melulu !!!!",3
"nyusahin, mo log in pake harus vermuk segala, mana gagal terus ,",1
bagus,5
sangat membantu kegiatan sehari-hari,5
driver gocar banyak pilih.. mau nya ambil Cust. Tanpa bawa barang.. pelayanan nya sangat buruk.. minta uang tambahan kalo ada Cust. yang bawa barang.,5
byk promo makin seneng blanjanya,5
kemana mana jadi mudah,5
serba mudah,5
"pesen gocar malah di cancel sama drivernya, klu ga niat kerja jgn kerja bro. tidur di rumah sana",1
sip mantul,5
"demi apapun, aplikasi nya kayaknya harus di perbaiki ke depan nya, langganan gojek karena murah buat anter RS mama seminggu dua kali buat cuci darah, setiap dapet driver, driver gk respon wajar sekali kita cancel dong karena mau ke RS, eh gara2 kita banyak cancel karena driver yg gk respon kok akun aku sering nya di banned, lah konsep nya gmn kita yg dirugikan, kita pula yg kena akun nya, terakhir ini di banned udh lapor tetep aja masih GK bisa, percuma ngetik capek2 compalin, gk ditindak lanjut",1
"aplikasinya sangat membantu, bahkan tengah malam pun para driver masih ada yang bekerja, semoga diberikan rezeki para driver nya, cuman kekurangannya driver kalau pas ujan susah sekali bahkan yang driver mobil.",4
"Yang butuh Kendaraan cepat, akurat & terpercaya. MANTAAAPPP.",3
bagus. terbantu sekali,5
Welldone. Harga ga masalah. yg penting sampai tujuan dg selamat. driver komunikatif. oke lah,5
good,5
Alhamdulillah dgn adanya Gojek yg tidak bisa nyetir sendiri bisa pergi kemana mana dgn selamat mksh Gojek,5
mantapppp,5
mantap,5
bagus,5
cepat aman,5
Ok bagus cuman suka agak ngelag agar terus diperbaiki,5
sangat membantu saat akan pergi tidak ada kendaraan pribadi,5
"mau apapun jadi sat set tnpa ribet bersama gojek, memang andalan.",5
terimakasih Go-Jek,5
makin mantapp,5
"senang pakai Gojek, suka banyak promo 👍",5
nyaman,5
"udh tau buru² driver batalin tanpa bilng padahal udh setengah jalan itu kocak kocak ni gojek, harus nyari driver lagi dan itu ga langsung dapet nunggu 5 menit an",2
Bagus banget aplikasi ini (⁠≧⁠▽⁠≦⁠) 👍🏻✨✨,5
oke dan cepat sekarang nggak banyak lagi promo nya,5
sangat terbantu oleh greb karena aku kemana mana ga punya kendaraan,5
mantap,5
"terimakasih, menyediakan aplikasi yg sangat bermanfaat",5
ok,5
pelayanan mantab,5
bepergian lebih praktis,5
excellent,5
"Makin hari, tarif gojek makin mahal. malah jadi 2 x lipat. padahal udah make yang hemat",1
tepat waktu,5
"suruh nunggu selama 20 menit untuk tahu ujung ujungnya driver ga mau jemput tapi ga mau chat, buang waktu dengan sistem kaya gitu,",1
sungguh luar biasa aplikasi gojek..mksh,5
luar biasa,5
mantap,5
"saya sudah pake gojek dari tahun 2023 sampai sekarang masih setia menggunakan layanan ini karena di bandingkan dengan kompetitor yg juga tak kalah hebat bagiku gojek memberikan layanan yg baik dengan harga yg lebih terjangkau, saran saya mungkin bisa di tambahkan fitur ""about customer"" yg bisa di tulis langsung oleh customer misal aku orangnya jarang bicara di perjalanan( kecuali di tanya tentang jalan dan tujuan) dan lebih suka menikmati perjalanan,agat para driver tau kalau aku itu introvert",5
aplikasi yang sangat membantu 😍😍😍,5
"31 Desember 2025 jam 01:35, saya pesan makan 3 bebek goreng dengan harga Rp.35.000 diaplikasi dan totalnya Rp.105.0000, dengan pengantaran express Rp. 22.500, total 1 pesanan Tunai Rp.127.500,.. setelah ±30 menit kemudian, harga diaplikasi tiba"" berubah dimana pesanan 3 bebek berubah total harganya jadi Rp.120.000 ditambah pengantaran express Rp.22.500, jadi total yg harus saya bayar Rp.142.500.. TERIMA KASIH GOJEK, SAYA KAPOK BELI MAKAN DI APLIKASI GOJEK, NEXT SAYA AKAN BELI LEWAT APLIKASI GRAB",1
"drivernya gaada yang mau pickup pesanan, padahal kita nunggu udah lama banget",1
good,5
apk gopay saya tidak bisa buat transfer ke bank qris dan lainya.tolong dong bantuanya,1
perasaan dulu customer order langsung nyantol ke resto dan drivernya sekarang harus nunggu dulu selama satu jam lebih lama banget anjir 😡,1
banyakin promoo atuh,5
Makin mahal ongkir,1
"kecewa banget dengan estimasi jam kedatangan..sdh nunggu lama, malah gak dapat driver.hingga waktu terbuang..dan akhirnya ter cancel otomatis. gila waktu di anggap main2,malah lama pulak cancelnya..",1
ok,5
saya suka,5
sangat mantap,5
bagus aplikasi nya😀😆,5
dijam²ramai selalu di cencel terus. kecuali kalo harga tinggi baru diambil.,5
"saya selalu saja lambat menemukan driver di kota saya bahkan bisa lebih dari sejam dua jam dan itu sangat bikin frustrasi, terlebih lagi saat saya lagi lapar dan sedang sibuk tidak ada waktu memasak makanan. bahkan saya pesan di resto yang sepi pembeli tetap tidak ada yang mau menerima pesanan saya",1
"Sekedar cerita sedikit atau keluh kesah di saat kondisi darurat, drivernya ga pada mau ambil orderan padahal banyak yg dekat dari titik lokasi saya, posisi lg gerimis doang, alhasil pake aplikasi laen langsung ada yg mau ambil. Terima kasih",1
sukses slalu buat gojek,5
"bagus,suka pakai aplikasi ini,tapi suka kesal sama driver gocar kadang kalau tak mau jemput sering tak mengabari,tiba tiba mobil menjauh,jika memang tak bisa jemput setidaknya mengabari biar bisa cancel.",4
"hari ini saya pesan gocar ber5 dgn anak, sopir kurang sopan agak marah karena kami pesan gocar biasa, saya tidak tau sebelumnya jika harus pesan gocar XL, dgn pedas pengemudi bilang saya harusnya pesan gocar XL krn ber5 walaupun 1 orang anak saya bayi tetap dihitung 5, saya sudah lama berlangganan gocar, tapi baru kali ini ketus sekali pengemudinya, mau sy batalkan kasihan jg dia udah jalan ketempat kami, jd saya mengalah saja, mohon sediakan kami untuk blokir sopir yg gak kami mau",1
lama banget dateng nya telat sampe 3 kali,1
"cari driver pas hujan go food lama bener, udah kelaparan nunggu dari jam 6 sore sampai 10 malam nunggu driver itupun berulang kali pesen makanan ditempat yang sama",1
mantap,5
menyenangkan,5
kadang driver nya ada yg ramah ada yg gk,4
Menyenang kan,5
bagus dan mudah,5
agak kecewa krn double order tnp info,3
"Padahal udh nyaman udah enak bgtt tpi kok makim sini makin susah cari drivernya, selalu lamaa, pdhal bukan fitur hemat juga, tpi suka lama teruss gaapernah ada yg nerima😔 tolong dong pihak gojekk",4
mntap,5
"sudah coba langganan,makin jelek lagi, kapok ah,kapok selamanya",1
sangat membantu disaat butuh makanan,5
enak banyak canda,4
permainan ini sangat seru jika kita memiliki byk pelanggan tapi sering sepi dan costumer aneh' tolong kedepannya update agar lebih sering dpt costumer nya dan tidak aneh' juga potongan yg cukup kecil🥰,5
"10x memakai kurir by gosend buat antar barang dari toko pembelian,7x kecewa kendala putus komunikasi kurir gosend setelah barang tiba di lokasi. alasan dari kurir semua sama nomor tidak bisa dihubungi.",1
"saya pesen gocar dengan harga yg menjangkau tiba"" dicancel sama gocarnya suruh pesen lagi malah dapet harga 2 kali lipatnya tolong jarak ga jauh tapi harga dikali 2 kali lipat",1
Banyak driver yg mulai gak kompeten,2
sangat membantu,5
sekarang kualitasnya jelek masa nyari driver lamanyaa 1 jam lebihh ntah gofood atau gocar lama bgtt nyari driver yg lapar sampai kelaparan asam lambung naik! tolong ditingkatkan lgi kualitasnya,1
"awal² bagus sih, tapi lama² aneh. susah dapat driver, padahal kondisi lagi gak hujan dll, plis tolong perbaiki sistemnya. buat waktu nyari drivernya cukup batasin 15 menit aja, habis itu udah kalau lewat 15 menit gk dapat driver pesanan bisa di cancel. biar gak usah lama nungguin. tolong perbaiki lagi sistemnya",1
sangat memudahkan saya dalam beraktifitas,5
"asli pesen gofood pas ujan harus sabar"".. pernah pesen jam 8 malam datang jam 10 malam padahal dket cuma 2-3 km an.. sampe hujan terang dan jalan kering baru dapat driver.. padahal klo pake grab food aman klo ujan paling lama"" 1 jam an itu pun jarang jauh diatas 5km.. entah lah jadi males make gojek klo ujan dan resto pun sudah pada paham klo gojek klo ujan pasti susah dapat driver..",1
ini bagus aplikasi nya tapi tidak mahal 😘👍👍 tapi kalo Maxim gak bisa kayak gini memang hebat gojek 👍👍👍👍👍👍,5
"orderan makanan saya dibatalin berulang, saya sudah menunggu lama padahal",1
"pencarian driver lama, udah dibatalin malah driver udah datang, aplikasi g bermutu",1
"driver nya pd kaya,kek gampang banget cancel orderan pembeli😊",1
kereeen,5
pengiriman nya cepat sekali,5
"pake promo dilama2 in, giliran pake yang mahal langsung berangkat wkwkw. akal2 an",1
puas bagus,5
"go send dari palmerah ke stasiun kalideres, lumayan mahal bang kadang 75k atau 50k akhirnya kita ke tiki dah bang",2
pelayanan driver baik,5
pelayanan driver kebanyakn kurang ramah,1
pajak lebih besar dari pada biaya perjalanan bikin rugi🤬,1
akun gua kena banned perkara promo kalo ga mau kasih promo ya jgn promo dongo,1
sangat mambantu n praktis,5
baguss² sajaa,4
Nice App☝🏻,5
"tolong beri kita akses agar bisa chat ke tokonya disaat makanan sudah diterima, atau enggak kasih kita sebagai pengguna agar bisa mengembalikan makanan jika resto keliru, seperti saya sekarang ini. karena makanan yang saya terima tidak sesuai.",5
gojek sekarang drivernya udh bisa memanipulasi waktu ya? yg katanya makanan sampai dalam 6 menit hampir 20 mnit nunggu tetap nggk gerak gojeknya... mending nggk ush bikin estimasi waktu,4
memudahkan,5
promosi doang banyak pelit diskon,1
ok,5
"sangat mudah dan tepat klo sedang dlm ke adaan darurat, mempermudah perjalanan kemana pun tujuan kita...",5
cepat.ramah dan aman 👍,5
"saya kecewa dengan sistem refund gojek, di aplikasi mengatakan saldo sudah di refund tapi yang du refund cuma jumlah tip yang saya berikan untuk driver saldo yang seharusnya saya bayar untuk pesanan tidak ada mssuk ke rekening saya, padahal yang membatalkan dari pihak resto. ketika saya chat cs nya disuruh menghubungi pihal bank sendiri yang dimana prosesnya ribet banget, harus menggunakan surat pernyataan bermaterai, dll. sampai sekarang saldo saya belum kembali",1
Servc ok,4
Mantap pakai Gojek,5
Alhamdulillah aplikasi gojek banyak membantu,5
Saya puas pake gojek. Pelayanan cepat - bagus,5
okeh sip mantab,5
mantap,5
"kecewa banget sih lagi butuh cepet malah harus nunggu 30 jam buat daftar, untuk pendaftaran mungkin harus diperbaiki lagi seperti 1 jam or something",1
excelent service,5
driver nya suka ambil double customer,3
👍👍👍👍👍,5
kadang bbyak diskon kadang gada,4
tarif nya Uda seminggu ini knp mahal trus. sy rutin bolak balik ktr kerumah biasa paling mahal 15 rb tapi ini diatas 21 rb. kenapa ya,3
jadi gausah keluar rumah buat makan,5
ok trimakasih banyak promonya.,5
the best,5
kok skrng malah susah bgt ya dpt driver? pada kemana ini driver nya?,1
makasih,5
aplikasi yg memudahkan kita,5
pelayanan customer servicenya buruk sekali...mengecewakan👎👎,5
baru kemarin naik gocar dan itu yg pertama kalinya .tapi gak disangka sopirnya bilang harusnya ibu pakai yg XL karna bawaan banyak .laa saya kan cuma sendiri kalau XL itukan untuk 7orang .mentang mentang aku ngangkut baju banyak dibilang suruh pakai XL .toh aku sendiri juga yg angkat bawaanku.tolong lah gojek gojek pelayanan itu jangan pilih pilih .kalau penumpang gak boleh bawa barang buanyak harus nya di kasih kapasitas bawaan 5kg gitu aja lh sekalian atau penumpang dilarang bawa barang gitu,1
"aplikasi bermanfaat, mudah digunakan juga",5
aplikasinya bagus,5
menikmati,5
ok,5
bermanfaat,5
kenapa dapat drivernya mesti jauh apa gak ada yg dekat,1
safetynya bagus,5
sangat membantu aktifitas harian saya,5
"Akun Saya Gak sengaja pesan makanan, karena iklan gojek di YT, ini karena saat pembayaran di gojek tidak ada pengamanan seperti diminta PIN Atau kunci biometrik.",1
cepat dan pasti,5
"Driver ny pada songong, pake voucher dari gojekny pas di pesen gk mau jalan jalan, Maxim mah gk gitu",1
"Gojek enak, asyik jalan-jalan, meski harganya waw bersahabat🎺🤠",5
sangat membantu saat ortu sakit bisa mempermudah pengantar,5
mantul mantap betul,5
nyaman,5
sangat membantu,5
"Lagi kecewa sama gojek,ada driver yg minta biaya tambahan yg gak sesuai aplikasi.malah gak di proses,katanya driver mau kasih kembalian customer nya gak mau.padahal jelas2 drivernya sendiri yg bilang,klo biayanya gak sesuai aplikasi!!!",3
sangat puas,5
"memudahkan kaum kaum ngojek untuk ngojek tanpa harus kee pengkolan ojek,dan memudahkan juga bagi tukang ojek untuk menerima tumpangan",5
cari driver gosend aja susahnya minta ampun rugi kalau gini terus nunggu driver berjam jam,1
"Saya kasih 5☆ blm nyoba sii, tp kalo ngecewain pelanggan langsung akuh turunin 4☆na! n` uninstall Oke.. 😹🙏 Ternyata semakin eror saya copot&turunin jd 1☆na Maapkeun.. Gojek semakin kesini semakin reze, tolong perbaikin! Agar pelanggan banyak yg tak kecewa😔 maapkeun aq turunin 4☆ 👉Saya saranin spt itu&1 lagi bisa dipindah apkna ke memory bayar lebih longgar internalna kak.. 😊 Nhun.. Minta update, m-mulu HBSin kuota.. otw hapus atuh•!🙏🥺",1
"kocak,tiap mau pesen makan..sebelumnya ad promo diskon bayar pake superbank,tp pas tiap mau dibayar,promo nya langsung ilang 🤣 udah beberapa kali kek gt mulu 🤣",5
bagus aplikasinya.,5
aplikasi bagus lanjutkan,5
baik,5
Aldllah semua driver baik ramah sopan,5
aplikasi ini mudah dipahami,5
okkk,5
luar biasa,5
apakah harga di aplikasi bisa di nego,1
awal2 murah. tapi makin hari tarif nya makin mahal. padahal dengan jarak tempuh yg sama. rmh kantor. kantor rumah tiap hari kek gtu tarif nya makin naik aja setiap hari heran itung2an nya gimana kali. awal 10.500 naik terus menerus sampai sekarang jadi 16.500 . padahal jarak tempuh sama dn cuma kesitu situ aja tujuan nya tapi tarif makin mahal.,1
keren,4
"gercep, ramah, amanah",5
aplikasi aneh ganti detik ganti harga nya extreme,1
sangat membantu,5
keren,5
sangat membantu ^-^,5
Sangat membantu dan memudahkan ketika ingin pergi kemana saja. Thanks Gojek,5
"mudah ada dimana mana, sukses selalu",5
semoga jaya terus,5
okey bangett,5
"masa saya batalin transaksi pakai auto debet bank mandiri, saya udah lapor berkali2 di email dan udah lebih dari 1 bulannnn dan laporan nya cuma dijawab ada diluar kendali pihak gojek?????? dan tanggung jawab pihak bankk???? padahal saya sudah datang ke pihak bank dan kata pihak bank sepenuh nya tanggung jawab gojek, karena pihak bank mandiri tidak bisa melakukan apapun karena yg melakukan pengembalian dana ya pihak gojekkk, TANGGUNG JAWAB BALIKIN DUIT SAYA RATUSAN RIBUUUUUUUU",1
gojek is the best cukup klik di apl ini lebih simpel dan semuanya bisa di klik aja deh gojek sllu di hati,5
aman dan lancar jaya,5
gojek JGN HARGANYA TERLALU MAHAL BANGET LAH TURUNIN HARGANYA KASIAN RAKYAT WOY !,1
aplikasi tolol sudah betul dapat driver,1
jelek,1
sangat menguntungkan dan berguna setiap hari. membantu banget,5
Ok,5
"tagihan receh nagihnyaa kaya cacing kepanasan Wkwkwk, belom Jatuh tempo udah panik 🤣🤣🤣🤣",2
gojek pelayanan bagus,5
udh lama pake gojek..tapi gk pernah bisa pake paylater nyaa,1
bagus,5
Alhamdulillah.. sangat terbantu... Berkah Selalu Para Pejuang,5
Pelayanannya sopir gojek rata² memuaskan,5
mantap,5
"gojek sekarang mau di komplain pengaduan apapun sudah tidak akan di dengar,,aplikasi ini sudah jadi aplikasi sampah yg hanya berfokus cari untung besar doang,,aplikasi yg hanya membodohi pelanggan dan driver di lapangan beda dengan gojek dahulu (kecepatan,ketepatan,kepuasan pelanggan itu di utamakan) apa yg mau andalkan dengan aplikasi gojek sekarang yg hanya serakah cari untung mikir kan untung besar sendiri,,tanpa pelanggan dan driver di lapangan gojek bukan apa"",, MIKIR !!!!",1
oke banget dan banyak proonya. bisa makan makanan favorit dengan harga miring abisss. mkasih ya Gojek,5
josss,5
setiap pesen paket pake GO-SEND selalu lamaa,2
kenapa pas butuh banget di kasih driver rada jauhan? pas santai di kasih yg deket?,3
Ini kenapa dah tolong gojek yg bener gw dah pesen makanan di dua resto berbeda selalu dibatalkan tiba tiba,3
bagus 👍,5
Sangat membantu untuk transportasi,5
selalu di tolak,1
"3 jam mesan ga ketemu driver ,orang lapar!",1
good,5
satisfied,5
mantap,5
"Gojek sangat membantu saya dalam media transportasi,sangat bagus,joss",5
aplikasi cacatttrtttttt,1
"Aku selalu pakai Gojek, aman, nyaman,.pengemudi ramah",5
good,5
sangat memuaskan,5
good service,5
oks,5
"sedih bangett ga dapet dapet driver hampir satu jam, mana posisi lagi capek banget... ☹️☹️☹️",1
driver baik dan terbuka jujur,5
"yg di stasiun, harga murah dengan model input kode tidak bisa di input. php doang",5
sangat membantu di saat kita ada keperluan mendadak,5
Good,5
mantap 👍👍👍🙏,5
"driver ramah dan cepat, mau sabar menunggu, terimakasih 🙏🏼",5
"Gofood dapet driver tua bangka, udah deh tamat.. nyari alamat muter² bloon",5
menunggu dapet driver suruh nunggu 1 jam.. bayangin deh perbaiki lah sistem nya kalo gak dapet driver 10 menit langsung cancel aja..,1
bagus pelayanan cepat,5
GG sekarang bisa naik innova ribon 😁,5
cepat,5
good,5
rekomend makanan tidak ada yang discon,4
Sangat membantu,5
sangat membantu,4
apk sering close sendiri,1
memuaskan,5
bagus,4
ok,5
bagus dan bisa jadi solusi kalok mager,5
sangat membantu saya,5
aman dan amanah,5
membantu,5
paling murah,5
bagus,4
sering2 evaluasi driver.. biar gak rasis dan punya mental kesehatan yg baik,3
oke bang,5
mudah di gunakan,5
pengiriman cepat.. driver ramah,5
driver nya lama ga sampe²,3
"pesen go food suka lama, apa karna sekarang sistemnya gitu ya? padahal mesen makanannya yang ga perlu dibuat dulu, tapi tetep aja lama",2
Saat hujan tarifnya mahal.,1
solusi transpirtasi yg tepat,5
bagus,5
banyak ngasi promo. terima kasih sudah banyak memudahkan pengguna dan memberi lapangan kerja para driver,5
